title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,legion_riders,sons_of_american_legion,auxiliary,boys_state,baseball,oratorical_contest,commander,dues,meeting_info,mylegion_url
American Legion TX Post 0467,legion-post-0467-tx,local,Post 0467,legion,LEGION,world-war-1,World War I,TX,texas,Tarrant County,tarrant-county,tx_48439,PO Box 79424,Saginaw,76179,32.8597,-97.3646,true,,,https://www.post467.12dis.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048046700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0470,legion-post-0470-tx,local,Post 0470,legion,LEGION,world-war-1,World War I,TX,texas,Brown County,brown-county,tx_48049,14600 County Road 422,May,76857,31.913094,-99.014937,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048047000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0472,legion-post-0472-tx,local,Post 0472,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,7599 Avenue C,Houston,77012,29.733564,-95.290583,true,,,https://www.americanlegionpost472.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048047200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0474,legion-post-0474-tx,local,Post 0474,legion,LEGION,world-war-1,World War I,TX,texas,Smith County,smith-county,tx_48423,13213 County Road 1126,Tyler,75709,32.27709,-95.389072,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048047400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0478,legion-post-0478-tx,local,Post 0478,legion,LEGION,world-war-1,World War I,TX,texas,McLennan County,mclennan-county,tx_48309,PO Box 11,West,76691,31.8036,-97.094,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048047800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0479,legion-post-0479-tx,local,Post 0479,legion,LEGION,world-war-1,World War I,TX,texas,Uvalde County,uvalde-county,tx_48463,583 W Main St,Uvalde,78801,29.205696,-99.796414,true,,,https://www.glennsouthward.wixsite.com/alpost479uvaldetx,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048047900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0483,legion-post-0483-tx,local,Post 0483,legion,LEGION,world-war-1,World War I,TX,texas,Delta County,delta-county,tx_48119,PO Box 82,Cooper,75432,33.3733,-95.6871,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048048300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0485,legion-post-0485-tx,local,Post 0485,legion,LEGION,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,431 Kendalia Ave,San Antonio,78214,29.360621,-98.502508,true,,,https://www.amlegpost485.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048048500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0486,legion-post-0486-tx,local,Post 0486,legion,LEGION,world-war-1,World War I,TX,texas,Zapata County,zapata-county,tx_48505,PO Box 931,Zapata,78076,26.9037,-99.2681,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048048600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0487,legion-post-0487-tx,local,Post 0487,legion,LEGION,world-war-1,World War I,TX,texas,Mills County,mills-county,tx_48333,PO Box 66,Priddy,76870,31.6847,-98.4988,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048048700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0488,legion-post-0488-tx,local,Post 0488,legion,LEGION,world-war-1,World War I,TX,texas,Bowie County,bowie-county,tx_48037,PO Box 66,New Boston,75570,33.4606,-94.4174,true,,,https://newbostonpost488.4org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048048800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0489,legion-post-0489-tx,local,Post 0489,legion,LEGION,world-war-1,World War I,TX,texas,Real County,real-county,tx_48385,236 Mountain St,Leakey,78873,29.728004,-99.763186,true,,,https://www.facebook.com/MIlesJames489,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048048900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0490,legion-post-0490-tx,local,Post 0490,legion,LEGION,world-war-1,World War I,TX,texas,Galveston County,galveston-county,tx_48167,PO Box 1186,Friendswood,77549,29.5107,-95.1981,true,,,https://www.legion490.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048049000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0491,legion-post-0491-tx,local,Post 0491,legion,LEGION,world-war-1,World War I,TX,texas,Parker County,parker-county,tx_48367,3409 Davis Rd,Granbury,76049,32.419329,-97.730689,true,,,https://www.alpost491.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048049100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0493,legion-post-0493-tx,local,Post 0493,legion,LEGION,world-war-1,World War I,TX,texas,Jefferson County,jefferson-county,tx_48245,PO Box 272,Nederland,77627,29.9688,-94.0017,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048049300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0498,legion-post-0498-tx,local,Post 0498,legion,LEGION,world-war-1,World War I,TX,texas,Cameron County,cameron-county,tx_48061,819 S Garcia St,Port Isabel,78578,26.07267,-97.202569,true,,,https://www.txpost498.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048049800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0499,legion-post-0499-tx,local,Post 0499,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,1601 16th St,Galena Park,77547,29.744298,-95.236752,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048049900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0500,legion-post-0500-tx,local,Post 0500,legion,LEGION,world-war-1,World War I,TX,texas,Lubbock County,lubbock-county,tx_48303,322 Main St,Abernathy,79311,33.663979,-101.680336,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048050000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0501,legion-post-0501-tx,local,Post 0501,legion,LEGION,world-war-1,World War I,TX,texas,Brazoria County,brazoria-county,tx_48039,PO Box 525,Danbury,77534,29.2246,-95.3478,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048050100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0503,legion-post-0503-tx,local,Post 0503,legion,LEGION,world-war-1,World War I,TX,texas,Brazoria County,brazoria-county,tx_48039,219 Veterans Park Dr,,77486,29.1483,-95.6516,true,,,https://www.americanlegion503.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048050300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0504,legion-post-0504-tx,local,Post 0504,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,130 E Main St,Mesquite,75149,32.766603,-96.598521,true,,,https://www.alpost504.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048050400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0506,legion-post-0506-tx,local,Post 0506,legion,LEGION,world-war-1,World War I,TX,texas,Howard County,howard-county,tx_48227,3203 W Highway 80,Big Spring,79720,32.238426,-101.506032,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048050600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0507,legion-post-0507-tx,local,Post 0507,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,11401 Elam Rd Ste 115,Balch Springs,75180,32.719636,-96.631046,true,,,https://www.americanlegionpost507.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048050700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0509,legion-post-0509-tx,local,Post 0509,legion,LEGION,world-war-1,World War I,TX,texas,Lipscomb County,lipscomb-county,tx_48295,PO Box 333,Higgins,79046,36.1205,-100.0246,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048050900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0511,legion-post-0511-tx,local,Post 0511,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,3607 S R L Thornton Fwy,,75224,32.700758,-96.824989,true,,,https://americanlegionpost511dallastexas/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048051100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0512,legion-post-0512-tx,local,Post 0512,legion,LEGION,world-war-1,World War I,TX,texas,Liberty County,liberty-county,tx_48291,2315 Hwy 146 S,Dayton,77535,29.906364,-94.897685,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048051200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0516,legion-post-0516-tx,local,Post 0516,legion,LEGION,world-war-1,World War I,TX,texas,Tarrant County,tarrant-county,tx_48439,6801 Manhattan Blvd,Fort Worth,76120,32.775179,-97.212051,true,,,https://www.post516.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048051600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0517,legion-post-0517-tx,local,Post 0517,legion,LEGION,world-war-1,World War I,TX,texas,Van Zandt County,van-zandt-county,tx_48467,236 W Hwy 276,,75474,0,0,false,,,https://www.altx517.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048051700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0520,legion-post-0520-tx,local,Post 0520,legion,LEGION,world-war-1,World War I,TX,texas,Shelby County,shelby-county,tx_48419,PO Box 347,Tenaha,75974,31.943,-94.246,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048052000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0521,legion-post-0521-tx,local,Post 0521,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,2221 Preston Ave,Pasadena,77503,29.679722,-95.172358,true,,,https://www.alpost521.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048052100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0522,legion-post-0522-tx,local,Post 0522,legion,LEGION,world-war-1,World War I,TX,texas,Hill County,hill-county,tx_48217,303 FM 2604,Whitney,76692,32.01035,-97.374406,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048052200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0524,legion-post-0524-tx,local,Post 0524,legion,LEGION,world-war-1,World War I,TX,texas,Medina County,medina-county,tx_48325,PO Box 302,Hondo,78861,29.3495,-99.1412,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048052400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0526,legion-post-0526-tx,local,Post 0526,legion,LEGION,world-war-1,World War I,TX,texas,Milam County,milam-county,tx_48331,PO Box 285,Holland,76534,30.879,-97.4054,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048052600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0528,legion-post-0528-tx,local,Post 0528,legion,LEGION,world-war-1,World War I,TX,texas,Castro County,castro-county,tx_48069,PO Box 141,Nazareth,79063,34.5451,-102.1014,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048052800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0533,legion-post-0533-tx,local,Post 0533,legion,LEGION,world-war-1,World War I,TX,texas,Bastrop County,bastrop-county,tx_48021,PO Box 717,Bastrop,78602,30.1124,-97.3205,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048053300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0536,legion-post-0536-tx,local,Post 0536,legion,LEGION,world-war-1,World War I,TX,texas,Grayson County,grayson-county,tx_48181,302 N Pecan St,Bells,75414,33.611986,-96.410484,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048053600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0539,legion-post-0539-tx,local,Post 0539,legion,LEGION,world-war-1,World War I,TX,texas,Wilson County,wilson-county,tx_48493,14290 FM 1346,Saint Hedwig,78152,29.414221,-98.201087,true,,,https://www.alp539.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048053900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0547,legion-post-0547-tx,local,Post 0547,legion,LEGION,world-war-1,World War I,TX,texas,Wilson County,wilson-county,tx_48493,PO Box 666,Nixon,78140,29.2681,-97.764,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048054700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0550,legion-post-0550-tx,local,Post 0550,legion,LEGION,world-war-1,World War I,TX,texas,Grayson County,grayson-county,tx_48181,905 Foundation Dr,Pilot Point,76258,33.4045,-96.9396,true,,,https://www.americanlegionpost550.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048055000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0554,legion-post-0554-tx,local,Post 0554,legion,LEGION,world-war-1,World War I,TX,texas,Galveston County,galveston-county,tx_48167,1650 Highway 3 S,League City,77573,29.490677,-95.079218,true,,,https://www.leaguecitylegion554.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048055400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0560,legion-post-0560-tx,local,Post 0560,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,3720 Alba Rd,Houston,77018,29.821866,-95.420127,true,,,https://www.txlegion560.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048056000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0561,legion-post-0561-tx,local,Post 0561,legion,LEGION,world-war-1,World War I,TX,texas,Matagorda County,matagorda-county,tx_48321,203 E San Bernard,Brazoria,77422,29.0492,-95.5658,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048056100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0567,legion-post-0567-tx,local,Post 0567,legion,LEGION,world-war-1,World War I,TX,texas,Fort Bend County,fort-bend-county,tx_48157,310 Morton St # 864,Richmond,77469,29.583191,-95.761237,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048056700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0569,legion-post-0569-tx,local,Post 0569,legion,LEGION,world-war-1,World War I,TX,texas,Tarrant County,tarrant-county,tx_48439,400 W Felix St,Ft Worth,76115,32.678199,-97.328349,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048056900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0571,legion-post-0571-tx,local,Post 0571,legion,LEGION,world-war-1,World War I,TX,texas,Victoria County,victoria-county,tx_48469,3652 County Road 392,Yoakum,77995,29.2577,-97.1233,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048057100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0572,legion-post-0572-tx,local,Post 0572,legion,LEGION,world-war-1,World War I,TX,texas,Tom Green County,tom-green-county,tx_48451,2121 S Chadbourne St,San Angelo,76903,0,0,false,,,https://www.txlegion572.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048057200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0573,legion-post-0573-tx,local,Post 0573,legion,LEGION,world-war-1,World War I,TX,texas,Bell County,bell-county,tx_48027,PO Box 2132,Harker Heights,76548,31.0661,-97.6653,true,,,https://www.al573.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048057300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0575,legion-post-0575-tx,local,Post 0575,legion,LEGION,world-war-1,World War I,TX,texas,Lubbock County,lubbock-county,tx_48303,6628 66th St,Lubbock,79424,33.534344,-101.960576,true,,,https://www.americanlegionpost575.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048057500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0578,legion-post-0578-tx,local,Post 0578,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,3415 Aldine Mail Route Rd,Houston,77039,29.902596,-95.339352,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048057800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0579,legion-post-0579-tx,local,Post 0579,legion,LEGION,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,3002 Gunsmoke,San Antonio,78227,29.399759,-98.644836,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048057900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0581,legion-post-0581-tx,local,Post 0581,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,5823 Caladium Dr,Dallas,75230,32.907687,-96.808455,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048058100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0582,legion-post-0582-tx,local,Post 0582,legion,LEGION,world-war-1,World War I,TX,texas,Lampasas County,lampasas-county,tx_48281,1506 Veterans Ave,Copperas Cove,76522,31.119665,-97.916863,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048058200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0583,legion-post-0583-tx,local,Post 0583,legion,LEGION,world-war-1,World War I,TX,texas,Kerr County,kerr-county,tx_48265,300 FM 480,Center Point,78010,29.9436,-99.0374,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048058300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0586,legion-post-0586-tx,local,Post 0586,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,708 E Parker Rd,Houston,77076,29.859525,-95.388683,true,,,https://www.americanlegion586.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048058600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0591,legion-post-0591-tx,local,Post 0591,legion,LEGION,world-war-1,World War I,TX,texas,Rockwall County,rockwall-county,tx_48397,PO Box 610,Forney,75126,32.7491,-96.4694,true,,,https://www.alp591.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048059100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0592,legion-post-0592-tx,local,Post 0592,legion,LEGION,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,PO Box 18925,San Antonio,78218,29.5016,-98.4162,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048059200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0593,legion-post-0593-tx,local,Post 0593,legion,LEGION,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,326 Legion Dr W,Converse,78109,29.514079,-98.316532,true,,,https://www.post593.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048059300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0595,legion-post-0595-tx,local,Post 0595,legion,LEGION,world-war-1,World War I,TX,texas,Val Verde County,val-verde-county,tx_48465,PO Box 772,Del Rio,78841,29.3703,-100.8791,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048059500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0596,legion-post-0596-tx,local,Post 0596,legion,LEGION,world-war-1,World War I,TX,texas,Fort Bend County,fort-bend-county,tx_48157,49 Harbor View Dr,Sugar Land,77479,29.592737,-95.673919,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048059600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0597,legion-post-0597-tx,local,Post 0597,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,1024 S Elm St,Carrollton,75006,32.953495,-96.909436,true,,,https://www.americanlegion597.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048059700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0598,legion-post-0598-tx,local,Post 0598,legion,LEGION,world-war-1,World War I,TX,texas,El Paso County,el-paso-county,tx_48141,141 Ellsworth Dr,Horizon City,79928,31.67996,-106.217997,true,,,https://www.alhorizoncitytx598.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048059800L&@IP_IDENTITY_SCID=0
