title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place
DAV Chapter 50 - Al Bartraw Jr #50,dav-chapter-50-va,local,Chapter 50,dav,DAV,world-war-1,World War I,VA,virginia,Chesterfield County,chesterfield-county,va_51041,6221 Newbys Bridge Rd,Chesterfield,23832,37.411033,-77.56197329999999,true,804-745-3453,,http://www.davmembersportal.org/chapters/VA/50,,,,,,50,"3rd Saturday, 10:30 AM","6221 Newbys Bridge Rd, Chesterfield, VA 23832"
DAV Chapter 52 - Paul R Shorter #52,dav-chapter-52-va,local,Chapter 52,dav,DAV,world-war-1,World War I,VA,virginia,Martinsville City,martinsville-city,va_51690,1425 Greensboro Rd,Martinsville,24112,,,false,276-638-1140,,http://www.davmembersportal.org/chapters/VA/52,,,,,,52,"3rd Thursday, 7:00 PM","1425 Greensboro Rd, Martinsville, VA 24112"
DAV Chapter 56 - Wise #56,dav-chapter-56-va,local,Chapter 56,dav,DAV,world-war-1,World War I,VA,virginia,Norton City,norton-city,va_51720,201 Park Ave NE,Norton,24273,,,false,276-328-9454,,http://www.davmembersportal.org/chapters/VA/56,,,,,,56,"3rd Tuesday, 6:00 PM","201 Park Ave NE, Norton, VA 24273"
DAV Chapter 57 - James E Peters #57,dav-chapter-57-va,local,Chapter 57,dav,DAV,world-war-1,World War I,VA,virginia,Washington County,washington-county,va_51191,451 Green Springs Rd,Abingdon,24212,,,false,276-429-2169,,http://www.davmembersportal.org/chapters/VA/57,,,,,,57,"1st Monday, 7:00 PM","451 Green Springs Rd, Abingdon, VA 24212"
DAV Chapter 58 - Gen Anthony Wayne #58,dav-chapter-58-va,local,Chapter 58,dav,DAV,world-war-1,World War I,VA,virginia,Gloucester County,gloucester-county,va_51073,6265 Professional Drive,Gloucester,23061,,,false,804-695-1558,,http://www.davmembersportal.org/chapters/VA/58,,,,,,58,"1st Wednesday, 7:30 PM","6265 Professional Drive, Gloucester, VA 23061"
DAV Chapter 60 - Franklin Cty Smith Mtn Lake #60,dav-chapter-60-va,local,Chapter 60,dav,DAV,world-war-1,World War I,VA,virginia,Franklin County,franklin-county,va_51067,210 Scruggs Rd,Moneta,24121,37.1173251,-79.7134729,true,540-721-5817,,http://www.davmembersportal.org/chapters/VA/60,,,,,,60,"3rd Thursday, 7:00 PM","210 Scruggs Rd, Moneta, VA 24121"
DAV Chapter 61 - Eastern Shore #61,dav-chapter-61-va,local,Chapter 61,dav,DAV,world-war-1,World War I,VA,virginia,Accomack County,accomack-county,va_51001,21503 Daughtry Rd,Tasley,23441,37.6870466,-75.7127037,true,757-787-1975,,http://www.davmembersportal.org/chapters/VA/61,,,,,,61,"2nd Tuesday, 7:00 PM","21503 Daughtry Rd, Tasley, VA 23441"
DAV Chapter 4 - Bennington #4,dav-chapter-4-vt,local,Chapter 4,dav,DAV,world-war-1,World War I,VT,vermont,Windham County,windham-county,vt_50025,325 North St,Bennington,05201,,,false,802-688-9644,,http://www.davmembersportal.org/chapters/VT/04,,,,,,4,"4th Thursday, 6:00 PM","325 North St, Bennington, VT 05201"
DAV Chapter 5 - Col Donald G Cook #5,dav-chapter-5-vt,local,Chapter 5,dav,DAV,world-war-1,World War I,VT,vermont,Chittenden County,chittenden-county,vt_50007,6 Maple St,Winooski,05404,,,false,802-879-0700,,http://www.davmembersportal.org/chapters/VT/05,,,,,,5,"5th Wednesday, 7:00 PM","6 Maple St, Winooski, VT 05404"
DAV Chapter 9 - Lyle D Little #9,dav-chapter-9-vt,local,Chapter 9,dav,DAV,world-war-1,World War I,VT,vermont,Essex County,essex-county,vt_50009,204 Eastern Ave,Saint Johnsbury,05819,,,false,802-748-2857,,http://www.davmembersportal.org/chapters/VT/09,,,,,,9,"2nd Tuesday, 2:00 PM","204 Eastern Ave, Saint Johnsbury, VT 05819"
DAV Chapter 22 - Orleans County #22,dav-chapter-22-vt,local,Chapter 22,dav,DAV,world-war-1,World War I,VT,vermont,Orleans County,orleans-county,vt_50019,601 Route 105,Derby,05829,,,false,802-895-4680,,http://www.davmembersportal.org/chapters/VT/22,,,,,,22,"1st Wednesday, 6:00 PM","601 Route 105, Derby, VT 05829"
DAV Chapter 1 - Tacoma #1,dav-chapter-1-wa,local,Chapter 1,dav,DAV,world-war-1,World War I,WA,washington,Pierce County,pierce-county,wa_53053,1110 N Stevens St,Tacoma,98406,,,false,253-752-2970,,http://www.davmembersportal.org/chapters/WA/01,,,,,,1,"1st Wednesday, 12:00 PM","1110 N Stevens St, Tacoma, WA 98406"
DAV Chapter 2 - Seattle #2,dav-chapter-2-wa,local,Chapter 2,dav,DAV,world-war-1,World War I,WA,washington,King County,king-county,wa_53033,14625 15th Ave NE,Shoreline,98155,,,false,206-612-1496,,http://www.davmembersportal.org/chapters/WA/02,,,,,,2,"2nd Sunday, 11:00 AM","14625 15th Ave NE, Shoreline, WA 98155"
DAV Chapter 4 - Vancouver #4,dav-chapter-4-wa,local,Chapter 4,dav,DAV,world-war-1,World War I,WA,washington,Clark County,clark-county,wa_53011,2809 NE 78th St,Vancouver,98665,45.6778966,-122.6424111,true,360-713-6004,,http://www.davmembersportal.org/chapters/WA/04,,,,,,4,"2nd Monday, 7:00 PM","2809 NE 78th St, Vancouver, WA 98665"
DAV Chapter 5 - Bremerton #5,dav-chapter-5-wa,local,Chapter 5,dav,DAV,world-war-1,World War I,WA,washington,Mason County,mason-county,wa_53045,4980 Auto Center Way,Bremerton,98312,47.5644668,-122.6803667,true,360-373-2397,,http://www.davmembersportal.org/chapters/WA/05,,,,,,5,"1st Saturday, 12:00 PM","4980 Auto Center Way, Bremerton, WA 98312"
DAV Chapter 6 - Altmn Ruoff Osier #6,dav-chapter-6-wa,local,Chapter 6,dav,DAV,world-war-1,World War I,WA,washington,Spokane County,spokane-county,wa_53063,212 S David Rd,Spokane Valley,99212,47.6579711,-117.4235319,true,509-535-9100,,http://www.davmembersportal.org/chapters/WA/06,,,,,,6,"2nd Saturday, 11:00 AM","212 S David Rd, Spokane Valley, WA 99212"
DAV Chapter 8 - Yakima Valley #8,dav-chapter-8-wa,local,Chapter 8,dav,DAV,world-war-1,World War I,WA,washington,Yakima County,yakima-county,wa_53077,911 N 15th Ave,Yakima,98902,,,false,509-575-4748,,http://www.davmembersportal.org/chapters/WA/08,,,,,,8,"4th Sunday, 3:00 PM","911 N 15th Ave, Yakima, WA 98902"
DAV Chapter 13 - Snohomish County Chapter #13,dav-chapter-13-wa,local,Chapter 13,dav,DAV,world-war-1,World War I,WA,washington,Snohomish County,snohomish-county,wa_53061,19223 Hwy 99,Lynnwood,98036,,,false,425-299-3373,,http://www.davmembersportal.org/chapters/WA/13,,,,,,13,"1st Tuesday, 7:00 PM","19223 Hwy 99, Lynnwood, WA 98036"
DAV Chapter 18 - Harmony #18,dav-chapter-18-wa,local,Chapter 18,dav,DAV,world-war-1,World War I,WA,washington,Pierce County,pierce-county,wa_53053,5604 75th St West,Lakewood,98499,,,false,253-472-4680,,http://www.davmembersportal.org/chapters/WA/18,,,,,,18,"3rd Saturday, 1:00 PM","5604 75th St West, Lakewood, WA 98499"
DAV Chapter 19 - Bellingham #19,dav-chapter-19-wa,local,Chapter 19,dav,DAV,world-war-1,World War I,WA,washington,Whatcom County,whatcom-county,wa_53073,625 N State St,Bellingham,98226,48.7421641,-122.486901,true,360-384-3382,,http://www.davmembersportal.org/chapters/WA/19,,,,,,19,"3rd Wednesday, 6:00 PM","625 N State St, Bellingham, WA 98226"
DAV Chapter 22 - D J Kerstetter #22,dav-chapter-22-wa,local,Chapter 22,dav,DAV,world-war-1,World War I,WA,washington,Pierce County,pierce-county,wa_53053,111 NE Old Belfair Hwy,Belfair,98528,47.4556757,-122.8283485,true,360-275-0329,,http://www.davmembersportal.org/chapters/WA/22,,,,,,22,"2nd Saturday, 2:00 PM","111 NE Old Belfair Hwy, Belfair, WA 98528"
DAV Chapter 23 - W Seattle #23,dav-chapter-23-wa,local,Chapter 23,dav,DAV,world-war-1,World War I,WA,washington,King County,king-county,wa_53033,4857 Delridge Way SW,Seattle,98106,47.557607,-122.3632747,true,206-933-8604,,http://www.davmembersportal.org/chapters/WA/23,,,,,,23,"3rd Saturday, 11:00 am","4857 Delridge Way SW, Seattle, WA 98106"
DAV Chapter 32 - Herman Rogers #32,dav-chapter-32-wa,local,Chapter 32,dav,DAV,world-war-1,World War I,WA,washington,Wahkiakum County,wahkiakum-county,wa_53069,729 Vandercook Way,240 Longview,98632,,,false,360-200-4611,,http://www.davmembersportal.org/chapters/WA/32,,,,,,32,"4th Tuesday, 1:00 PM","729 Vandercook Way, 240 Longview, WA 98632"
DAV Chapter 33 - A One #33,dav-chapter-33-wa,local,Chapter 33,dav,DAV,world-war-1,World War I,WA,washington,King County,king-county,wa_53033,25406 97th Pl S,Kent,98042,,,false,235-638-7187,,http://www.davmembersportal.org/chapters/WA/33,,,,,,33,"3rd Friday, 1:00 PM","25406 97th Pl S, Kent, WA 98042"
DAV Chapter 41 - Tumwater #41,dav-chapter-41-wa,local,Chapter 41,dav,DAV,world-war-1,World War I,WA,washington,Thurston County,thurston-county,wa_53067,3535 Martin Way E.,Olympia,98506,47.0466367,-122.8586396,true,360-459-7400,,http://www.davmembersportal.org/chapters/WA/41,,,,,,41,"2nd Thursday, 7:00 PM","3535 Martin Way E., Olympia, WA 98506"
DAV Chapter 47 - Whidbey Island #47,dav-chapter-47-wa,local,Chapter 47,dav,DAV,world-war-1,World War I,WA,washington,Island County,island-county,wa_53029,3037 Goldie Rd,Oak Harbor,98277,48.3198848,-122.6481961,true,360-682-2945,,http://www.davmembersportal.org/chapters/WA/47,,,,,,47,"1st Wednesday, 7:00 PM","3037 Goldie Rd, Oak Harbor, WA 98277"
DAV Chapter 59 - Skagit Valley #59,dav-chapter-59-wa,local,Chapter 59,dav,DAV,world-war-1,World War I,WA,washington,Skagit County,skagit-county,wa_53057,2204 Riverside Dr,Mt. Vernon,98273,,,false,360-420-4046,,http://www.davmembersportal.org/chapters/WA/59,,,,,,59,"3rd Thursday, 6:30 PM","2204 Riverside Dr, Mt. Vernon, WA 98273"
DAV Chapter 2 - Togstad Glenn #2,dav-chapter-2-wi,local,Chapter 2,dav,DAV,world-war-1,World War I,WI,wisconsin,Dane County,dane-county,wi_55025,711 Jennifer St,Madison,53703,,,false,608-274-1037,,http://www.davmembersportal.org/chapters/WI/02,,,,,,2,"3rd Wednesday, 7:00 PM","711 Jennifer St, Madison, WI 53703"
DAV Chapter 3 - Russell Leicht #3,dav-chapter-3-wi,local,Chapter 3,dav,DAV,world-war-1,World War I,WI,wisconsin,Outagamie County,outagamie-county,wi_55087,1253 Scheuring Rd  STE A,De Pere,54115,44.4298596,-88.09316729999999,true,920-338-1002,,http://www.davmembersportal.org/chapters/WI/03,,,,,,3,"4th Thursday, 7:00 PM","1253 Scheuring Rd  STE A, De Pere, WI 54115"
DAV Chapter 5 - Waukesha County #5,dav-chapter-5-wi,local,Chapter 5,dav,DAV,world-war-1,World War I,WI,wisconsin,Waukesha County,waukesha-county,wi_55133,709 N Grandview Blvd,Waukesha,53188,,,false,262-542-0081,,http://www.davmembersportal.org/chapters/WI/05,,,,,,5,"1st Monday, 6:30 PM","709 N Grandview Blvd, Waukesha, WI 53188"
DAV Chapter 8 - Baraboo #8,dav-chapter-8-wi,local,Chapter 8,dav,DAV,world-war-1,World War I,WI,wisconsin,Sauk County,sauk-county,wi_55111,113 2nd St,Baraboo,53913,,,false,608-355-9703,,http://www.davmembersportal.org/chapters/WI/08,,,,,,8,"1st Thursday, 6:00 PM","113 2nd St, Baraboo, WI 53913"
DAV Chapter 9 - Belle City #9,dav-chapter-9-wi,local,Chapter 9,dav,DAV,world-war-1,World War I,WI,wisconsin,Racine County,racine-county,wi_55101,72 Seventh St,Racine,53403,,,false,262-634-1235,,http://www.davmembersportal.org/chapters/WI/09,,,,,,9,"1st Thursday, 7:00 PM","72 Seventh St, Racine, WI 53403"
DAV Chapter 11 - Welling Washbush #11,dav-chapter-11-wi,local,Chapter 11,dav,DAV,world-war-1,World War I,WI,wisconsin,Fond Du Lac County,fond-du-lac-county,wi_55039,500 Fond Du Lac Ave,Du Lac,54935,43.7666635,-88.4287643,true,920-251-8545,,http://www.davmembersportal.org/chapters/WI/11,,,,,,11,"1st Tuesday, 6:30 PM","500 Fond Du Lac Ave, Du Lac, WI 54935"
DAV Chapter 12 - La Crosse #12,dav-chapter-12-wi,local,Chapter 12,dav,DAV,world-war-1,World War I,WI,wisconsin,La Crosse County,la-crosse-county,wi_55063,612 6th St N,La Crosse,54601,,,false,608-782-1168,,http://www.davmembersportal.org/chapters/WI/12,,,,,,12,"1st Thursday, 4:00 PM","612 6th St N, La Crosse, WI 54601"
DAV Chapter 14 - Rock County #14,dav-chapter-14-wi,local,Chapter 14,dav,DAV,world-war-1,World War I,WI,wisconsin,Rock County,rock-county,wi_55105,631 Bluff St,Beloit,53511,42.5026434,-89.0412861,true,608-290-1904,,http://www.davmembersportal.org/chapters/WI/14,,,,,,14,"4th Thursday, 6:00 PM","631 Bluff St, Beloit, WI 53511"
DAV Chapter 17 - R H Fuller Winnebago Co #17,dav-chapter-17-wi,local,Chapter 17,dav,DAV,world-war-1,World War I,WI,wisconsin,Winnebago County,winnebago-county,wi_55139,4715 Sherman Rd,Oshkosh,54901,44.0579237,-88.54151639999999,true,920-859-0252,,http://www.davmembersportal.org/chapters/WI/17,,,,,,17,"4th Tuesday, 7:00 PM","4715 Sherman Rd, Oshkosh, WI 54901"
DAV Chapter 18 - Wm F Speel Outagamie Cty #18,dav-chapter-18-wi,local,Chapter 18,dav,DAV,world-war-1,World War I,WI,wisconsin,Outagamie County,outagamie-county,wi_55087,108 W Main St,Little Chute,54140,44.2801165,-88.3159965,true,920-738-9285,,http://www.davmembersportal.org/chapters/WI/18,,,,,,18,"3rd Monday, 6:30 PM","108 W Main St, Little Chute, WI 54140"
DAV Chapter 19 - West Allis #19,dav-chapter-19-wi,local,Chapter 19,dav,DAV,world-war-1,World War I,WI,wisconsin,Milwaukee County,milwaukee-county,wi_55079,5625 W Wisconsin Ave,Milwaukee,53213,,,false,262-853-7655,,http://www.davmembersportal.org/chapters/WI/19,,,,,,19,"2nd Tuesday, 6:30 PM","5625 W Wisconsin Ave, Milwaukee, WI 53213"
DAV Chapter 20 - Kenosha #20,dav-chapter-20-wi,local,Chapter 20,dav,DAV,world-war-1,World War I,WI,wisconsin,Kenosha County,kenosha-county,wi_55059,6618 39th Ave,Kenosha,53142,42.5737907,-87.85569579999999,true,262-694-9385,,http://www.davmembersportal.org/chapters/WI/20,,,,,,20,"2nd Wednesday, 7:00 PM","6618 39th Ave, Kenosha, WI 53142"
DAV Chapter 21 - Chippewa Valley #21,dav-chapter-21-wi,local,Chapter 21,dav,DAV,world-war-1,World War I,WI,wisconsin,Eau Claire County,eau-claire-county,wi_55035,1300 Starr Ave,Eau Claire,54703,44.8806907,-91.4293587,true,715-874-6709,,http://www.davmembersportal.org/chapters/WI/21,,,,,,21,"3rd Monday, 6:30 PM","1300 Starr Ave, Eau Claire, WI 54703"
DAV Chapter 23 - Paul Marmes #23,dav-chapter-23-wi,local,Chapter 23,dav,DAV,world-war-1,World War I,WI,wisconsin,Shawano County,shawano-county,wi_55115,639 7th Ave,Antigo,54409,45.1377454,-89.1543339,true,715-216-5616,,http://www.davmembersportal.org/chapters/WI/23,,,,,,23,"3rd Wednesday, 6:00 PM","639 7th Ave, Antigo, WI 54409"
DAV Chapter 24 - Andrew Miller #24,dav-chapter-24-wi,local,Chapter 24,dav,DAV,world-war-1,World War I,WI,wisconsin,Manitowoc County,manitowoc-county,wi_55071,6807 N Rpds Rd,Manitowoc,54220,44.119378,-87.70655459999999,true,920-323-3113,,http://www.davmembersportal.org/chapters/WI/24,,,,,,24,"3rd Tuesday, 6:30 PM","6807 N Rpds Rd, Manitowoc, WI 54220"
DAV Chapter 27 - Monroe County #27,dav-chapter-27-wi,local,Chapter 27,dav,DAV,world-war-1,World War I,WI,wisconsin,Monroe County,monroe-county,wi_55081,1618 S. Superior Ave,Tomah,54660,,,false,608-387-3025,,http://www.davmembersportal.org/chapters/WI/27,,,,,,27,"5th Monday, 7:00 PM","1618 S. Superior Ave, Tomah, WI 54660"
DAV Chapter 28 - Morrison-Erickson #28,dav-chapter-28-wi,local,Chapter 28,dav,DAV,world-war-1,World War I,WI,wisconsin,Bayfield County,bayfield-county,wi_55007,211 6th St W,Ashland,54806,,,false,715-373-5160,,http://www.davmembersportal.org/chapters/WI/28,,,,,,28,"3rd Monday, 7:30 PM","211 6th St W, Ashland, WI 54806"
DAV Chapter 29 - Lincoln County #29,dav-chapter-29-wi,local,Chapter 29,dav,DAV,world-war-1,World War I,WI,wisconsin,Oneida County,oneida-county,wi_55085,203 S 4th St,Tomahawk,54487,,,false,715-453-6312,,http://www.davmembersportal.org/chapters/WI/29,,,,,,29,"3rd Thursday, 2:00 PM","203 S 4th St, Tomahawk, WI 54487"
DAV Chapter 30 - Schumann Heink #30,dav-chapter-30-wi,local,Chapter 30,dav,DAV,world-war-1,World War I,WI,wisconsin,Portage County,portage-county,wi_55097,2970 Hickory Dr,Plover,54467,,,false,715-340-0151,,http://www.davmembersportal.org/chapters/WI/30,,,,,,30,"1st Tuesday, 7:00 PM","2970 Hickory Dr, Plover, WI 54467"
DAV Chapter 31 - Rib River #31,dav-chapter-31-wi,local,Chapter 31,dav,DAV,world-war-1,World War I,WI,wisconsin,Taylor County,taylor-county,wi_55119,224 N Powell,Stetsonville,54480,,,false,715-678-2945,,http://www.davmembersportal.org/chapters/WI/31,,,,,,31,"4th Monday, 7:30 PM","224 N Powell, Stetsonville, WI 54480"
DAV Chapter 32 - Richland Center #32,dav-chapter-32-wi,local,Chapter 32,dav,DAV,world-war-1,World War I,WI,wisconsin,Richland County,richland-county,wi_55103,900 Flag Park Dr,Richland Center,53581,43.3347053,-90.3867928,true,608-604-2327,,http://www.davmembersportal.org/chapters/WI/32,,,,,,32,"5th Thursday, 5:30 PM","900 Flag Park Dr, Richland Center, WI 53581"
DAV Chapter 33 - Rusk County #33,dav-chapter-33-wi,local,Chapter 33,dav,DAV,world-war-1,World War I,WI,wisconsin,Rusk County,rusk-county,wi_55107,605 Summit Ave,Ladysmith,54848,45.4757802,-91.10732279999999,true,715-532-6341,,http://www.davmembersportal.org/chapters/WI/33,,,,,,33,"4th Monday, 7:00 PM","605 Summit Ave, Ladysmith, WI 54848"
DAV Chapter 34 - Twin County #34,dav-chapter-34-wi,local,Chapter 34,dav,DAV,world-war-1,World War I,WI,wisconsin,Waukesha County,waukesha-county,wi_55133,589 Milwaukee Ave,Burlington,53185,,,false,262-895-3001,,http://www.davmembersportal.org/chapters/WI/34,,,,,,34,"1st Wednesday, 7:00 PM","589 Milwaukee Ave, Burlington, WI 53185"
DAV Chapter 38 - H Manske-Juneau #38,dav-chapter-38-wi,local,Chapter 38,dav,DAV,world-war-1,World War I,WI,wisconsin,Juneau County,juneau-county,wi_55057,1055 E State St,Mauston,53948,,,false,608-847-5883,,http://www.davmembersportal.org/chapters/WI/38,,,,,,38,"5th Monday, 7:30 PM","1055 E State St, Mauston, WI 53948"
DAV Chapter 40 - Grant-Crawford Co #40,dav-chapter-40-wi,local,Chapter 40,dav,DAV,world-war-1,World War I,WI,wisconsin,Grant County,grant-county,wi_55043,206 S Madison St,Lancaster,53813,,,false,608-642-2528,,http://www.davmembersportal.org/chapters/WI/40,,,,,,40,"3rd Tuesday, 6:00 PM","206 S Madison St, Lancaster, WI 53813"
DAV Chapter 44 - Milwaukee #44,dav-chapter-44-wi,local,Chapter 44,dav,DAV,world-war-1,World War I,WI,wisconsin,Milwaukee County,milwaukee-county,wi_55079,5555 W Good Hope Rd,Milwaukee,53223,43.1477673,-87.9808716,true,414-328-2975,,http://www.davmembersportal.org/chapters/WI/44,,,,,,44,"1st Thursday, 7:00 PM","5555 W Good Hope Rd, Milwaukee, WI 53223"
DAV Chapter 45 - Oconto County #45,dav-chapter-45-wi,local,Chapter 45,dav,DAV,world-war-1,World War I,WI,wisconsin,Shawano County,shawano-county,wi_55115,512 Caldwell Ave,Oconto Falls,54154,44.8770775,-88.1402583,true,920-834-0107,,http://www.davmembersportal.org/chapters/WI/45,,,,,,45,"2nd Wednesday, 7:00 PM","512 Caldwell Ave, Oconto Falls, WI 54154"
DAV Chapter 51 - Redgranite #51,dav-chapter-51-wi,local,Chapter 51,dav,DAV,world-war-1,World War I,WI,wisconsin,Winnebago County,winnebago-county,wi_55139,420 N Wisconsin St,Berlin,54923,,,false,414-350-3431,,http://www.davmembersportal.org/chapters/WI/51,,,,,,51,"3rd Wednesday, 6:30 PM","420 N Wisconsin St, Berlin, WI 54923"
DAV Chapter 52 - Barron County #52,dav-chapter-52-wi,local,Chapter 52,dav,DAV,world-war-1,World War I,WI,wisconsin,Washburn County,washburn-county,wi_55129,1404 MacCauley Ave,Rice Lake,54868,,,false,715-296-1115,,http://www.davmembersportal.org/chapters/WI/52,,,,,,52,"2nd Monday, 7:00 PM","1404 MacCauley Ave, Rice Lake, WI 54868"
DAV Chapter 53 - Manawa #53,dav-chapter-53-wi,local,Chapter 53,dav,DAV,world-war-1,World War I,WI,wisconsin,Waupaca County,waupaca-county,wi_55135,600 W Washington St,New London,54961,44.3927582,-88.7398256,true,715-823-5335,,http://www.davmembersportal.org/chapters/WI/53,,,,,,53,"4th Thursday, 7:30 PM","600 W Washington St, New London, WI 54961"
DAV Chapter 55 - Wisconsin Rapids #55,dav-chapter-55-wi,local,Chapter 55,dav,DAV,world-war-1,World War I,WI,wisconsin,Wood County,wood-county,wi_55141,2820 10th St S.,Wisconsin Rapids,54494,44.37175939999999,-89.8135649,true,715-421-1484,,http://www.davmembersportal.org/chapters/WI/55,,,,,,55,"2nd Tuesday, 7:00 PM","2820 10th St S., Wisconsin Rapids, WI 54494"
DAV Chapter 56 - Eagle River #56,dav-chapter-56-wi,local,Chapter 56,dav,DAV,world-war-1,World War I,WI,wisconsin,Vilas County,vilas-county,wi_55125,418 W Pine St,Eagle River,54521,,,false,715-477-0775,,http://www.davmembersportal.org/chapters/WI/56,,,,,,56,"2nd Tuesday, 6:30 PM","418 W Pine St, Eagle River, WI 54521"
DAV Chapter 57 - Elmer Rapp #57,dav-chapter-57-wi,local,Chapter 57,dav,DAV,world-war-1,World War I,WI,wisconsin,Wood County,wood-county,wi_55141,211 E Second St,Marshfield,54449,,,false,715-207-8870,,http://www.davmembersportal.org/chapters/WI/57,,,,,,57,"2nd Tuesday, 7:00 PM","211 E Second St, Marshfield, WI 54449"
DAV Chapter 58 - Washington County #58,dav-chapter-58-wi,local,Chapter 58,dav,DAV,world-war-1,World War I,WI,wisconsin,Washington County,washington-county,wi_55131,712 Park Ave,West Bend,53090,,,false,262-673-2914,,http://www.davmembersportal.org/chapters/WI/58,,,,,,58,"5th Tuesday, 7:00 PM","712 Park Ave, West Bend, WI 53090"
