title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,club_room,voice_of_democracy,boy_scouts,funeral_honors,patriots_pen,vfw_riders_group
VFW POST 2148,vfw-post-2148-tx,local,Post 2148,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,McLennan County,mclennan-county,tx_48309,301 Tennessee Ave,Waco,76707,31.5676065,-97.1429551,true,(254) 753-9345,,,,,,,,2148,,false,false,false,false,false,false
VFW POST 2150,vfw-post-2150-tx,local,Post 2150,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Collin County,collin-county,tx_48085,1710 N Church St,Mc Kinney,75069,33.0771989,-96.5616313,true,(972) 542-9119,,,,,,,,2150,,true,true,false,false,true,false
VFW Post 2205,vfw-post-2205-tx,local,Post 2205,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Denton County,denton-county,tx_48121,909 Sunset St,Denton,76201,33.2293681,-97.141321,true,(940) 387-2205,,,,,,,,2205,,true,true,false,false,true,false
VFW POST 2397 RECREATION HALL,vfw-post-2397-tx,local,Post 2397,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Nueces County,nueces-county,tx_48355,4441 Ayers St,Corpus Christi,78415,27.7459902,-97.4209482,true,(361) 852-9997,,,,,,,,2397,,false,false,false,false,false,false
VFW Post 2399,vfw-post-2399-tx,local,Post 2399,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Parker County,parker-county,tx_48367,1400 Se 23Rd St,Mineral Wells,76067,32.7913238,-98.1046611,true,(940) 325-3681,,,,,,,,2399,,true,false,false,false,true,false
VFW POST 2549,vfw-post-2549-tx,local,Post 2549,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bowie County,bowie-county,tx_48037,523 W 4Th St,Texarkana,75501,33.4194314,-94.0574119,true,(903) 792-3671,,,,,,,,2549,,false,false,false,false,false,false
VFW POST 3079,vfw-post-3079-tx,local,Post 3079,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,San Patricio County,san-patricio-county,tx_48409,400 S State Highway 359,Mathis,78368,28.08733,-97.822787,true,(361) 547-9650,,,,,,,,3079,,false,false,false,false,false,false
VFW Post 3216,vfw-post-3216-tx,local,Post 3216,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Reagan County,reagan-county,tx_48383,55 W 11Th St,Big Lake,76932,31.2006501,-101.4656481,true,(915) 884-3302,,,,,,,,3216,,false,false,false,false,false,false
VFW POST 3359 KITCHEN TELEPHONE,vfw-post-3359-tx,local,Post 3359,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Dallas County,dallas-county,tx_48113,11421 Chairman Dr,Dallas,75243,32.9039293,-96.6986191,true,(214) 349-4299,,,,,,,,3359,,false,false,false,false,false,false
VFW POST NO 3393,vfw-post-3393-tx,local,Post 3393,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Lampasas County,lampasas-county,tx_48281,Po Box 456,Kempner,76539,31.0648085,-98.1527421,true,(254) 547-6815,,,,,,,,3393,,false,false,false,false,false,false
VFW POST 3837,vfw-post-3837-tx,local,Post 3837,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Nueces County,nueces-county,tx_48355,12030 Leopard St,Corpus Christi,78410,27.8541662,-97.6008907,true,(361) 241-0600,,,,,,,,3837,,false,false,false,false,false,false
VFW Post 3894,vfw-post-3894-tx,local,Post 3894,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Ellis County,ellis-county,tx_48139,1405 N Interstate Highway 35 E,Waxahachie,75165,32.3317679,-96.7147766,true,(972) 937-9276,,,,,,,,3894,,true,false,false,true,false,false
VFW POST 3903 FOR HALL RENTAL,vfw-post-3903-tx,local,Post 3903,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Fort Bend County,fort-bend-county,tx_48157,819 Avenue H,Rosenberg,77471,29.5558404,-95.8232479,true,(281) 232-0736,,,,,,,,3903,,true,true,false,true,true,false
VFW POST NO 3905,vfw-post-3905-tx,local,Post 3905,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Kaufman County,kaufman-county,tx_48257,1663 E Highway 175,Kaufman,75142,32.3660444,-96.2059611,true,(972) 932-9223,,,,,,,,3905,,false,false,false,false,false,false
VFW Post 3907,vfw-post-3907-tx,local,Post 3907,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Anderson County,anderson-county,tx_48001,3800 W Oak St,Palestine,75801,31.734947,-95.669096,true,(903) 723-8120,,,,,,,,3907,,false,false,false,false,false,false
VFW POST 4004 CLUB,vfw-post-4004-tx,local,Post 4004,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Ward County,ward-county,tx_48475,3601 S Stockton Ave,Monahans,79756,31.556655,-102.893231,true,(915) 943-9176,,,,,,,,4004,,false,false,false,false,false,false
VFW Post 4008,vfw-post-4008-tx,local,Post 4008,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bell County,bell-county,tx_48027,2311 S Pearl St,Belton,76513,31.0518904,-97.4667318,true,(254) 939-7159,,,,,,,,4008,,false,false,false,false,false,false
VFW Post 4011,vfw-post-4011-tx,local,Post 4011,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Hunt County,hunt-county,tx_48231,5108 Wellington St,Greenville,75402,33.1187015,-96.1295274,true,(903) 454-8740,,,,,,,,4011,,true,false,false,false,false,false
VFW POST 4135,vfw-post-4135-tx,local,Post 4135,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Uvalde County,uvalde-county,tx_48463,1293 W Main St,Uvalde,78801,29.2002497,-99.8100414,true,(830) 278-6670,,,,,,,,4135,,false,false,false,false,false,false
VFW POST NO 4136,vfw-post-4136-tx,local,Post 4136,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Eastland County,eastland-county,tx_48133,Po Box 267,Eastland,76448,32.402207,-98.8075154,true,(254) 629-8837,,,,,,,,4136,,false,false,false,false,false,false
LADIES AUXILLARY VFW POST 4273,vfw-post-4273-tx,local,Post 4273,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Ector County,ector-county,tx_48135,208 E Vfw Ln,Odessa,79762,31.9034706,-102.3910477,true,(915) 366-3273,,,,,,,,4273,,false,false,false,false,false,false
VFW Post 4380,vfw-post-4380-tx,local,Post 4380,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Collin County,collin-county,tx_48085,2444 Avenue K,Plano,75074,33.0309199,-96.6993043,true,(972) 516-0044,,,,,,,,4380,,false,true,false,false,true,false
VFW POST 4395,vfw-post-4395-tx,local,Post 4395,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Harris County,harris-county,tx_48201,7407 Spencer Hwy,Pasadena,77505,29.6637103,-95.1254667,true,(713) 476-5009,,,,,,,,4395,,false,false,false,false,false,false
VFW POST 4621,vfw-post-4621-tx,local,Post 4621,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Navarro County,navarro-county,tx_48349,123 N Commerce St,Corsicana,75110,32.0943024,-96.4628917,true,(903) 872-7891,,,,,,,,4621,,false,false,false,false,false,false
VFW Post 4676,vfw-post-4676-tx,local,Post 4676,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,202 W Aviation Blvd,Universal City,78148,29.5432683,-98.2917576,true,(210) 658-9163,,,,,,,,4676,,false,false,false,false,false,false
VFW Post 4694,vfw-post-4694-tx,local,Post 4694,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Limestone County,limestone-county,tx_48293,309 S Highway 14,Mexia,76667,31.4290347,-96.294142,true,(254) 562-9270,,,,,,,,4694,,false,false,false,false,false,false
VFW Post 4695,vfw-post-4695-tx,local,Post 4695,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Tarrant County,tarrant-county,tx_48439,118 Harmon Rd,Hurst,76053,32.8103422,-97.1727362,true,(817) 282-9071,,,,,,,,4695,,false,false,false,false,false,false
VFW Post 4700,vfw-post-4700-tx,local,Post 4700,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,2219 Frio City Rd,San Antonio,78226,29.3895901,-98.5443868,true,(210) 923-9746,,,,,,,,4700,,false,false,false,false,false,false
VFW Post 4815,vfw-post-4815-tx,local,Post 4815,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,3111 Commercial Ave,San Antonio,78221,29.3464167,-98.5163264,true,(210) 922-0629,,,,,,,,4815,,false,false,false,false,false,false
VFW POST 4816 CLUB,vfw-post-4816-tx,local,Post 4816,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Montgomery County,montgomery-county,tx_48339,24411 Cunningham Dr,Porter,77365,30.0932487,-95.2289457,true,(281) 354-3188,,,,,,,,4816,,true,true,false,false,true,true
VFW POST NO 4852,vfw-post-4852-tx,local,Post 4852,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Fannin County,fannin-county,tx_48147,1601 Mitchell Dr,Bonham,75418,33.6384365,-95.9385812,true,(903) 583-5733,,,,,,,,4852,,true,true,false,false,true,false
VFW Post 5076,vfw-post-5076-tx,local,Post 5076,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Dallas County,dallas-county,tx_48113,1906 E Miller Rd,Garland,75041,32.8940198,-96.6044696,true,(972) 278-2858,,,,,,,,5076,,true,false,false,false,true,false
VFW Post 5401,vfw-post-5401-tx,local,Post 5401,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Jack County,jack-county,tx_48237,1416 N Bridge St,Henrietta,76365,33.8211088,-98.1952992,true,(940) 538-6350,,,,,,,,5401,,false,false,false,false,false,false
VFW Post 5620,vfw-post-5620-tx,local,Post 5620,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Rusk County,rusk-county,tx_48401,421 N Live Oak St,Carthage,75633,32.1618297,-94.3368549,true,(903) 693-9863,,,,,,,,5620,,true,true,false,false,true,false
VFW POST 5873,vfw-post-5873-tx,local,Post 5873,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bowie County,bowie-county,tx_48037,Rr 2,New Boston,75570,33.4598415,-94.4154787,true,(903) 628-6145,,,,,,,,5873,,true,true,false,true,true,false
VFW POST 6008,vfw-post-6008-tx,local,Post 6008,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,McLennan County,mclennan-county,tx_48309,725 Sun Valley Blvd,Hewitt,76643,31.4605071,-97.1754918,true,(254) 666-6008,,,,,,,,6008,,false,false,false,false,false,false
VFW Post 6012,vfw-post-6012-tx,local,Post 6012,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,4810 W Military Dr,San Antonio,78242,29.3654976,-98.5911203,true,(210) 674-4571,,,,,,,,6012,,false,false,false,false,false,false
VFW Post 6111,vfw-post-6111-tx,local,Post 6111,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Tarrant County,tarrant-county,tx_48439,1200 W Harris Rd,Arlington,76001,32.6267145,-97.1333902,true,(817) 465-1124,,,,,,,,6111,,true,true,false,false,true,false
VFW POST NO 6205,vfw-post-6205-tx,local,Post 6205,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Montague County,montague-county,tx_48337,113 S Main St,Muenster,76252,33.647943,-97.3764758,true,(940) 759-2921,,,,,,,,6205,,true,true,false,true,true,false
VFW POST 6384,vfw-post-6384-tx,local,Post 6384,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Jefferson County,jefferson-county,tx_48245,103 8Th Ave,Nederland,77627,29.9523751,-94.0217808,true,(409) 727-7973,,,,,,,,6384,,false,false,false,false,false,false
VFW POST 6524,vfw-post-6524-tx,local,Post 6524,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Smith County,smith-county,tx_48423,1420 N Longview St,Kilgore,75662,32.3983616,-94.8671573,true,(903) 984-6661,,,,,,,,6524,,false,false,false,false,false,false
VFW POST 6635,vfw-post-6635-tx,local,Post 6635,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Van Zandt County,van-zandt-county,tx_48467,402 E Garland St,Grand Saline,75140,32.6743921,-95.7061423,true,(903) 962-7794,,,,,,,,6635,,true,true,false,false,true,false
VFW POST 6717 SOUTHSIDE,vfw-post-6717-tx,local,Post 6717,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Midland County,midland-county,tx_48329,2264 S Sargent Ave,Odessa,79766,32.0147741,-102.1426686,true,(915) 332-4921,,,,,,,,6717,,false,false,false,false,false,false
VFW POST 6873,vfw-post-6873-tx,local,Post 6873,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Taylor County,taylor-county,tx_48441,1049 Vapor Trl,Abilene,79605,32.3932435,-99.7232718,true,(915) 692-0077,,,,,,,,6873,,false,false,false,false,false,false
VFW POST 7106,vfw-post-7106-tx,local,Post 7106,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Navarro County,navarro-county,tx_48349,3300 N Interstate Highway 45,Ennis,75119,31.9134935,-96.3452557,true,(972) 875-8576,,,,,,,,7106,,true,true,false,false,true,false
VFW Post 7108,vfw-post-7108-tx,local,Post 7108,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Medina County,medina-county,tx_48325,8753 Fm 1560 N,San Antonio,78254,29.5699657,-98.6547108,true,(210) 688-9312,,,,,,,,7108,,false,false,false,false,false,false
VFW POST 7207,vfw-post-7207-tx,local,Post 7207,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Brewster County,brewster-county,tx_48043,605 W Avenue F,Alpine,79830,30.3541571,-103.6662951,true,(915) 837-2859,,,,,,,,7207,,false,false,false,false,false,false
VFW Post 7471,vfw-post-7471-tx,local,Post 7471,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Dallas County,dallas-county,tx_48113,7111 Mohawk Dr,Dallas,75235,32.8304251,-96.8509897,true,(214) 350-8687,,,,,,,,7471,,false,false,false,false,false,false
VFW POST 7475,vfw-post-7475-tx,local,Post 7475,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Terrell County,terrell-county,tx_48443,601 E 5Th St,Fort Stockton,79735,30.889195,-102.873678,true,(915) 336-7228,,,,,,,,7475,,false,false,false,false,false,false
VFW POST 7523,vfw-post-7523-tx,local,Post 7523,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Wood County,wood-county,tx_48499,671 W Broad St,Mineola,75773,32.6646088,-95.4982217,true,(903) 569-2228,,,,,,,,7523,,true,false,false,false,false,false
VFW POST 7835,vfw-post-7835-tx,local,Post 7835,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Somervell County,somervell-county,tx_48425,3670 W Highway 377,Granbury,76048,32.2599295,-97.7498336,true,(817) 573-9350,,,,,,,,7835,,true,true,false,false,true,false
VFW POST 7871,vfw-post-7871-tx,local,Post 7871,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Knox County,knox-county,tx_48275,806 E Nevada St,Seymour,76380,33.5922345,-99.2537458,true,(940) 888-2643,,,,,,,,7871,,false,false,false,false,false,false
VFW Post 8132,vfw-post-8132-tx,local,Post 8132,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,1709 Blanco Rd,San Antonio,78212,29.4617219,-98.5079751,true,(210) 733-3217,,,,,,,,8132,,false,false,false,false,false,false
VFW POST 8200,vfw-post-8200-tx,local,Post 8200,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Williamson County,williamson-county,tx_48491,102 E Myrtle Ln,Liberty Hill,78642,30.664262,-97.9220081,true,(512) 778-6913,,,,,,,,8200,,false,false,false,false,false,false
VFW POST 8230,vfw-post-8230-tx,local,Post 8230,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Lampasas County,lampasas-county,tx_48281,1509 Golf Course Rd,Gatesville,76528,31.4187194,-97.7212913,true,(254) 865-6647,,,,,,,,8230,,false,false,false,false,false,false
VFW Post 8235,vfw-post-8235-tx,local,Post 8235,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Tarrant County,tarrant-county,tx_48439,5333 White Settlement Rd,Fort Worth,76114,32.759885,-97.4020536,true,(817) 731-8054,,,,,,,,8235,,true,true,false,true,true,false
VFW Post 8246,vfw-post-8246-tx,local,Post 8246,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Orange County,orange-county,tx_48361,2110 S Main St,Vidor,77662,30.0962728,-94.0065063,true,(409) 768-1482,,,,,,,,8246,,false,false,false,false,false,false
VFW Post 8315,vfw-post-8315-tx,local,Post 8315,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Guadalupe County,guadalupe-county,tx_48187,1000 Fm 78,Schertz,78154,29.5571437,-98.2587139,true,(210) 658-6325,,,,,,,,8315,,false,false,false,false,false,false
VFW Post 8397,vfw-post-8397-tx,local,Post 8397,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,4913 S Flores St,San Antonio,78214,29.3771724,-98.4999161,true,(210) 923-9808,,,,,,,,8397,,false,false,false,false,false,false
VFW POST 8535,vfw-post-8535-tx,local,Post 8535,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Rusk County,rusk-county,tx_48401,1515 Whippoorwill Ave,Henderson,75652,32.383819,-94.7136636,true,(903) 657-8965,,,,,,,,8535,,true,false,false,false,true,false
VFW Post 8541,vfw-post-8541-tx,local,Post 8541,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,2222 Austin Hwy,San Antonio,78218,29.5057582,-98.4137522,true,(210) 655-2944,,,,,,,,8541,,false,false,false,false,false,false
VFW POST 8553,vfw-post-8553-tx,local,Post 8553,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Coryell County,coryell-county,tx_48099,215 N Avenue D,Clifton,76634,31.7852454,-97.574644,true,(254) 675-3222,,,,,,,,8553,,false,false,false,false,false,false
VFW Post 8560,vfw-post-8560-tx,local,Post 8560,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Hopkins County,hopkins-county,tx_48223,1103 Whitworth St,Sulphur Springs,75482,33.1287686,-95.5919955,true,(903) 885-4666,,,,,,,,8560,,true,false,false,true,false,false
VFW Post 8561,vfw-post-8561-tx,local,Post 8561,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Tarrant County,tarrant-county,tx_48439,3221 Howell St,Arlington,76010,32.7352304,-97.0507878,true,(817) 640-0759,,,,,,,,8561,,false,true,false,false,true,false
VFW Post 8564,vfw-post-8564-tx,local,Post 8564,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,McLennan County,mclennan-county,tx_48309,702 N 18Th St,Waco,76707,31.5508843,-97.1489987,true,(254) 753-9323,,,,,,,,8564,,false,false,false,false,false,false
VFW POST 8570,vfw-post-8570-tx,local,Post 8570,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Parmer County,parmer-county,tx_48369,203 E Ash Ave,Muleshoe,79347,34.2264973,-102.7207058,true,(806) 272-4078,,,,,,,,8570,,false,false,false,false,false,false
VFW POST NO 8587,vfw-post-8587-tx,local,Post 8587,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Williamson County,williamson-county,tx_48491,1000 N College St,Georgetown,78626,30.6504977,-97.6664316,true,(512) 863-2535,,,,,,,,8587,,false,false,false,false,false,false
VFW Post 8627,vfw-post-8627-tx,local,Post 8627,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Dallas County,dallas-county,tx_48113,1040 Hampshire Ln,Richardson,75080,32.962317,-96.7382721,true,(972) 671-8627,,,,,,,,8627,,true,false,false,false,false,false
VFW POST 8780,vfw-post-8780-tx,local,Post 8780,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Wood County,wood-county,tx_48499,Po Box 151,Winnsboro,75494,32.6827715,-95.4828614,true,(903) 629-3574,,,,,,,,8780,,false,false,false,false,false,false
VFW Post 8788,vfw-post-8788-tx,local,Post 8788,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Hidalgo County,hidalgo-county,tx_48215,4321 Pecan Blvd,Mcallen,78501,26.2213901,-98.2677473,true,(956) 631-0333,,,,,,,,8788,,true,true,false,true,true,false
VFW Post 8790,vfw-post-8790-tx,local,Post 8790,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Harris County,harris-county,tx_48201,1560 Foley St,Houston,77055,29.7209058,-95.3596267,true,(281) 465-1342,,,,,,,,8790,,true,true,false,true,true,false
